Molecule,Molecule List Name,Replicate Name,Precursor Mz,Precursor Adduct,Precursor Charge,Fragment Ion,Product Mz,Product Adduct,Product Charge,Retention Time,Area,Background,Peak Rank
Molecule [479.337624/479.337624],LPC(P-16:0/0:0),20200426_plate2_QC3_A3,480.3449,[M+H],1,Ion [104.080549/104.080549],104.08,[M+],1,1.74,1023084,13022,1
Molecule [479.337624/479.337624],LPC(P-16:0/0:0),20200426_plate2_QC3_A4,480.3449,[M+H],1,Ion [104.080549/104.080549],104.08,[M+],1,1.74,1082005,13394,1
Molecule [479.337624/479.337624],LPC(P-16:0/0:0),20200426_plate2_QC3_A5,480.3449,[M+H],1,Ion [104.080549/104.080549],104.08,[M+],1,1.74,1072924,7273,1
Molecule [479.337624/479.337624],LPC(P-16:0/0:0),20200426_plate2_QC3_A6,480.3449,[M+H],1,Ion [104.080549/104.080549],104.08,[M+],1,1.73,1012854,7583,1
Molecule [479.337624/479.337624],LPC(P-16:0/0:0),20200426_plate2_QC3_A7,480.3449,[M+H],1,Ion [104.080549/104.080549],104.08,[M+],1,1.74,1085990,0,1
Molecule [479.337624/479.337624],LPC(P-16:0/0:0),20200426_plate2_QC3_A8,480.3449,[M+H],1,Ion [104.080549/104.080549],104.08,[M+],1,1.73,1239385,7640,1
Molecule [479.337624/479.337624],LPC(P-16:0/0:0),20200426_Sample81,480.3449,[M+H],1,Ion [104.080549/104.080549],104.08,[M+],1,1.73,1476699,3261,1
Molecule [479.337624/479.337624],LPC(P-16:0/0:0),20200426_Sample82,480.3449,[M+H],1,Ion [104.080549/104.080549],104.08,[M+],1,1.74,783258,7647,1
Molecule [479.337624/479.337624],LPC(P-16:0/0:0),20200426_Sample83,480.3449,[M+H],1,Ion [104.080549/104.080549],104.08,[M+],1,1.74,871333,7674,1
Molecule [479.337624/479.337624],LPC(P-16:0/0:0),20200426_Sample84,480.3449,[M+H],1,Ion [104.080549/104.080549],104.08,[M+],1,1.74,1138112,21218,1
Molecule [481.353224/481.353224],LPC 15:0,20200426_plate2_QC3_A1,482.3605,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.3,1024092,8683,1
Molecule [481.353224/481.353224],LPC 15:0,20200426_plate2_QC3_A2,482.3605,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.29,1042658,9758,1
Molecule [481.353224/481.353224],LPC 15:0,20200426_plate2_QC3_A3,482.3605,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.3,1018039,16548,1
Molecule [481.353224/481.353224],LPC 15:0,20200426_plate2_QC3_A4,482.3605,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.3,1082447,18405,1
Molecule [481.353224/481.353224],LPC 15:0,20200426_plate2_QC3_A5,482.3605,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.29,1055986,4620,1
Molecule [481.353224/481.353224],LPC 15:0,20200426_plate2_QC3_A6,482.3605,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.3,1017079,10764,1
Molecule [481.353224/481.353224],LPC 15:0,20200426_plate2_QC3_A7,482.3605,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.3,1006870,12427,1
Molecule [481.353224/481.353224],LPC 15:0,20200426_plate2_QC3_A8,482.3605,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.3,1131225,6294,1
Molecule [481.353224/481.353224],LPC 15:0,20200426_Sample81,482.3605,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.3,1064763,4885,1
Molecule [481.353224/481.353224],LPC 15:0,20200426_Sample82,482.3605,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.29,923180,11552,1
Molecule [481.353224/481.353224],LPC 15:0,20200426_Sample83,482.3605,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.3,1329294,12550,1
Molecule [481.353224/481.353224],LPC 15:0,20200426_Sample84,482.3605,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.3,1060706,6775,1
Molecule [493.316824/493.316824],LPC 16:1,20200426_plate2_QC3_A1,494.3241,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.17,2465852,303924,1
Molecule [493.316824/493.316824],LPC 16:1,20200426_plate2_QC3_A2,494.3241,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.17,2596858,217411,1
Molecule [493.316824/493.316824],LPC 16:1,20200426_plate2_QC3_A3,494.3241,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.17,2286209,330170,1
Molecule [493.316824/493.316824],LPC 16:1,20200426_plate2_QC3_A4,494.3241,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.18,2306138,282174,1
Molecule [493.316824/493.316824],LPC 16:1,20200426_plate2_QC3_A5,494.3241,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.17,2460934,237325,1
Molecule [493.316824/493.316824],LPC 16:1,20200426_plate2_QC3_A6,494.3241,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.17,2302234,273919,1
Molecule [493.316824/493.316824],LPC 16:1,20200426_plate2_QC3_A7,494.3241,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.17,2272966,259692,1
Molecule [493.316824/493.316824],LPC 16:1,20200426_plate2_QC3_A8,494.3241,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.17,2711521,300049,1
Molecule [493.316824/493.316824],LPC 16:1,20200426_Sample81,494.3241,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.17,2694610,274288,1
Molecule [493.316824/493.316824],LPC 16:1,20200426_Sample82,494.3241,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.17,2066068,218816,1
Molecule [493.316824/493.316824],LPC 16:1,20200426_Sample83,494.3241,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.17,2705994,139628,1
Molecule [493.316824/493.316824],LPC 16:1,20200426_Sample84,494.3241,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.17,1803316,165336,1
Molecule [495.332524/495.332524],LPC 16:0,20200426_plate2_QC3_A1,496.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.54,139932256,822599,1
Molecule [495.332524/495.332524],LPC 16:0,20200426_plate2_QC3_A2,496.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.54,140686448,903759,1
Molecule [495.332524/495.332524],LPC 16:0,20200426_plate2_QC3_A3,496.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.54,131028696,1944213,1
Molecule [495.332524/495.332524],LPC 16:0,20200426_plate2_QC3_A4,496.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.54,134144952,2186367,1
Molecule [495.332524/495.332524],LPC 16:0,20200426_plate2_QC3_A5,496.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.54,132739440,1262814,1
Molecule [495.332524/495.332524],LPC 16:0,20200426_plate2_QC3_A6,496.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.54,128695160,796641,1
Molecule [495.332524/495.332524],LPC 16:0,20200426_plate2_QC3_A7,496.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.54,129463592,2033419,1
Molecule [495.332524/495.332524],LPC 16:0,20200426_plate2_QC3_A8,496.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.54,153390544,1120290,1
Molecule [495.332524/495.332524],LPC 16:0,20200426_Sample81,496.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.54,134846064,948754,1
Molecule [495.332524/495.332524],LPC 16:0,20200426_Sample82,496.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.54,109401176,694461,1
Molecule [495.332524/495.332524],LPC 16:0,20200426_Sample83,496.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.54,115289776,765109,1
Molecule [495.332524/495.332524],LPC 16:0,20200426_Sample84,496.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.54,105901816,824477,1
Molecule [507.332524/507.332524],LPC 17:1,20200426_plate2_QC3_A1,508.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.38,322017,15391,1
Molecule [507.332524/507.332524],LPC 17:1,20200426_plate2_QC3_A2,508.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.38,354284,8290,1
Molecule [507.332524/507.332524],LPC 17:1,20200426_plate2_QC3_A3,508.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.39,321607,958,1
Molecule [507.332524/507.332524],LPC 17:1,20200426_plate2_QC3_A4,508.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.38,253969,25947,1
Molecule [507.332524/507.332524],LPC 17:1,20200426_plate2_QC3_A5,508.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.39,303423,15857,1
Molecule [507.332524/507.332524],LPC 17:1,20200426_plate2_QC3_A6,508.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.39,271867,21282,1
Molecule [507.332524/507.332524],LPC 17:1,20200426_plate2_QC3_A7,508.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.39,333539,7801,1
Molecule [507.332524/507.332524],LPC 17:1,20200426_plate2_QC3_A8,508.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.38,322526,24033,1
Molecule [507.332524/507.332524],LPC 17:1,20200426_Sample81,508.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.38,310029,12624,1
Molecule [507.332524/507.332524],LPC 17:1,20200426_Sample82,508.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.39,244098,2832,1
Molecule [507.332524/507.332524],LPC 17:1,20200426_Sample83,508.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.38,170882,10243,1
Molecule [507.332524/507.332524],LPC 17:1,20200426_Sample84,508.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.41,275154,9142,1
Molecule [519.332524/519.332524],LPC 18:2,20200426_plate2_QC3_A1,520.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.29,38884296,811765,1
Molecule [519.332524/519.332524],LPC 18:2,20200426_plate2_QC3_A2,520.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.29,38952128,753563,1
Molecule [519.332524/519.332524],LPC 18:2,20200426_plate2_QC3_A3,520.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.29,37608996,758800,1
Molecule [519.332524/519.332524],LPC 18:2,20200426_plate2_QC3_A4,520.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.29,38393228,726120,1
Molecule [519.332524/519.332524],LPC 18:2,20200426_plate2_QC3_A5,520.3398,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,1.29,37934684,937590,1
